,author,title,description,url,source,category,country,published_at,isPriority,hasMain,id,content,total-sentiment-score,id,topic open coding 3,sentiment open coding
407,"Hugh McIntyre, Senior Contributor",Taylor Swift Ties The Record For The Most Album Of The Year Grammy Noms Among Women,"Taylor Swift collects her sixth Album of the Year Grammy nomination, tying Barbra Streisand for the most nods among women ever.",https://www.forbes.com/sites/hughmcintyre/2023/11/10/taylor-swift-ties-the-record-for-the-most-album-of-the-year-grammy-noms-among-women/,Forbes,general,us,2023-11-10T16:16:03+00:00,TRUE,TRUE,407,"TOPSHOT - Taylor Swift poses in the press room at the The 58th GRAMMY Awards at Staples Center on ... [+] February 15, 2016 in Los Angeles, California. AFP PHOTO/MARK RALSTON / AFP PHOTO / MARK RALSTON        (Photo credit should read MARK RALSTON/AFP via Getty Images)/nTaylor Swift’s latest full-length album of original material, Midnights, is a contender for the Album of the Year Grammy. This comes as a surprise to absolutely no one, as the set was named as a likely nominee from the moment it dropped — and perhaps even earlier. With another chance to win the prestigious prize, the singer-songwriter ties one of the most important all-time records of her career./nMidnights marks Swift's sixth Album of the Year nomination at the Grammys. With this latest nod, she ties Barbra Streisand for the most nods in the category among women./nSwift has thus far been nominated for her albums Fearless, Red, 1989, Folklore, Evermore and now Midnights./nFor her part, Streisand earned nods for her collections The Barbra Streisand Album (which won), People, My Name Is Barbra, Color Me Barbra, Guilty, and The Broadway Album. The last time she was up for the prize was back in 1987, but since then, she's collected nods in other fields./nSwift has already won Album of the Year three times — a record among all performers. She's currently on the same level as Frank Sinatra, Stevie Wonder and Paul Simon. Midnights is a serious competitor for the Grammy, and she could become the first artist to take home the trophy for a fourth time in only a matter of months./nMidnights is one of eight titles vying for the Album of the Year Grammy. Swift is up against new collections from Jon Batiste, Boygenius, Miley Cyrus, Lana Del Rey, Janelle Monáe, Olivia Rodrigo and SZA. The winners of the upcoming Grammy Awards will be revealed on February 4, 2024./n",0,407,Achievements,1
408,Newsdesk,Taylor Swift didn't want a massive paycheque for use of music in Heartstopper,"Taylor Swift was more than happy for her music to soundtrack a ""beautiful"" scene in 'Heartstopper' without earning mega money.",https://www.music-news.com/news/UK/162094/Taylor-Swift-didn-t-want-a-massive-paycheque-for-use-of-music-in-Heartstopper,music-news,general,us,2023-08-07T11:04:01+00:00,FALSE,FALSE,408,"Taylor Swift was more than happy not to make ""big bucks"" from 'Heartstopper' using her song./n
The 33-year-old singer gave her permission for her track 'seven' from 2020's 'folklore' to be used in an emotional scene in the coming-of-age Netflix series' season two finale starring same-sex couple Tara (Corinna Brown) and Darcy (Kizzy Edgell)./n
And music supervisor, Matt Biffa, has insisted the show didn't have a massive budget to pay the Grammy winner huge royalties and Taylor was just happy to help them out with the ""beautiful"" moment. /n
When one Twitter user wrote: “so you mean THIS heartstopper scene with ‘seven’ by taylor swift in the background that highlights sapphic love and absolute queer joy, she was willing to get less money because she thought it was beautiful and her song would be perfect for it???? (sic)""/n
Biff responded: “No, she just thought the scene was beautiful and we were then able to make it work.""/n
He also wrote: ""Sometimes art is more important than $$$.""/n
The likes of The 1975 and Wolf Alice also have music featured in the hit show./n
Meanwhile, the pop superstar just gave out bonuses worth $55 million to her tour crew./n
The 'All Too Well' singer rewarded her hardworking 'Eras' tour crew, including dancers, riggers, sound technicians, and catering staff with cash bonuses, according to PEOPLE./n
It was recently revealed by TMZ that Taylor had gifted her tour truck drivers a $100,000 bonus each./n
She handed out the six-figure bonuses to the truckers who have been carting her equipment all over the USA./n
Taylor is believed to have 50 truck drivers on the tour, meaning she shelled out $5 million in bonuses to them alone./n
Taylor's nationwide tour has already taken in $1 billion in sales./n
She kicked off the 'Eras' tour in Glendale, Arizona, in March and is completing the original US leg this week with two concerts as part of her six sold-out shows at Inglewood's SoFi Stadium in Los Angeles./n
Taylor will head to Mexico at the end of August and in 2024 will take the tour to Europe, Asia, and Australia, plus she's just added more dates in the US and Canada next year.",24.05881402,408,Unrelated,1
409,"Monica Mercuri, Contributor",A Taylor Swift-Themed Cruise Will Set Sail In 2024,"For Swifties who couldn’t attend the Eras Tour, you could trade friendship bracelets at sea, instead. Learn about the Taylor Swift-themed cruise setting sail in 2024.",https://www.forbes.com/sites/monicamercuri/2023/11/15/a-taylor-swift-themed-cruise-will-set-sail-in-2024/,Forbes,general,us,2023-11-16T00:02:08+00:00,TRUE,TRUE,409,"LAS VEGAS, NEVADA - MARCH 24: EDITORIAL USE ONLY. NO BOOK COVERS. Taylor Swift performs onstage ... [+] during the ""Taylor Swift | The Eras Tour"" at Allegiant Stadium on March 24, 2023 in Las Vegas, Nevada. (Photo by Ethan Miller/TAS23/Getty Images for TAS Rights Management)/nFor the Swifties that couldn’t make it to the Eras Tour, you could trade friendship bracelets at sea, instead. A travel agency is planning a Taylor Swift-themed cruise that will launch from Miami in the fall of 2024./nThe fan-led cruise, organized by Marvelous Mouse Travels, will take place aboard the Royal Caribbean Allure of the Seas. The four-night Bahamian cruise will depart from Miami on Oct. 21, 2024 — just one day after the superstar’s final Eras Tour show following a three-day stop in the 305./n“Whether you've got tickets to the tour or not, we invite you to join us for a fan sponsored amazing time!” wrote travel agents Jessica Malerman, Nicole Rivera, and Shelby Reyes on a website dedicated to the excursion. ""Join us as we celebrate all things Taylor, make new friends, dress up in our favorite eras, trade friendship bracelets, and enjoy everything this amazing ship has to offer.”/nThe besties are working with Royal Caribbean to plan “Taylor events every night of sailing.” Fans can expect a welcome cocktail party, friendship bracelet swapping, a themed dance party, karaoke and Taylor Trivia. Oh, and they can also dress up in nightly eras outfit themes./nNASHVILLE, TENNESSEE - SEPTEMBER 20: NSAI Songwriter-Artist of the Decade honoree, Taylor Swift ... [+] performs onstage during NSAI 2022 Nashville Songwriter Awards at Ryman Auditorium on September 20, 2022 in Nashville, Tennessee. (Photo by Terry Wyatt/Getty Images)/nWondering how to purchase tickets for the Taylor Swift-themed cruise? According to the website, there is currently a waitlist for all three room options, which range from $1,500 to around $2,100. As of Nov. 15, Marvelous Mouse Travels posted that there are still rooms available but they’re now pulling from a waitlist./n“We still have staterooms to book, so if you haven't heard back from us yet - don't panic! We just don't want to set unrealistic expectations for anyone as they find us in the coming days and want in,” Malerman wrote in the Facebook group for hopefuls looking to take part in the Swiftie-led cruise. The travel agency added in the post that they got additional rooms from Royal Caribbean at a higher rate, so the new price should be reflected on their info page./nFor fans hoping to catch a glimpse of Swift or her Kansas City Chiefs boyfriend Travis Kelce on the cruise, you’re out of luck. The website explicitly states that the trip is not endorsed or affiliated with Taylor Swift or her management./nThe 12-time Grammy winner was recently named a billionaire by Forbes in October 2023. She’s currently on the international leg of her successful Eras Tour in South America. Next week, the singer will be honored with a Taylor Swift-themed night on Dancing With the Stars./n",1.255010027,409,Social impact,1
410,Shubhankar Adhikari,Travis Kelce’s Ex-Girlfriend Drops a Bombshell as Kansas City Chiefs Tight End Awaits for Taylor Swift’s ‘Yes’,"Interest in Kansas City Chiefs tight end, Travis Kelce continues to rise after Taylor Swift attended the Chicago Bears vs. Chiefs game at the Arrowhead Stadium last Sunday. As the rumored relationship between the singer and Kelce continues to make headlines, Kelce&#8217;s ex-girlfriend has gone on to say that he had betrayed her. The fact that&#8230;The post Travis Kelce’s Ex-Girlfriend Drops a Bombshell as Kansas City Chiefs Tight End Awaits for Taylor Swift’s ‘Yes’ appeared first on EssentiallySports.",https://www.essentiallysports.com/nfl-afc-news-travis-kelces-ex-girlfriend-drops-a-bombshell-as-kansas-city-chiefs-tight-end-awaits-for-taylor-swifts-yes/,Essentially Sports,sports,us,2023-10-01T23:22:12+00:00,FALSE,TRUE,410,"Follow Us/nvia Imago/nImago/nInterest in Kansas City Chiefs tight end, Travis Kelce continues to rise after Taylor Swift attended the Chicago Bears vs. Chiefs game at the Arrowhead Stadium last Sunday. As the rumored relationship between the singer and Kelce continues to make headlines, Kelce’s ex-girlfriend has gone on to say that he had betrayed her./nAmerica’s Favorite Video Today/nThe fact that the international pop sensation chose the game to show her support for Kelce raised many eyebrows and helped break several records. The demand for Kelce’s jersey skyrocketed and the number of his Instagram followers also swelled. While it may not be clear if the two are dating (or are just friends), the development seemed to have irked Benberry, who dated the NFL star in 2016./nAin’t no way she did this interview /n🧢 don’t care who wear it /nShe outta pocket 😂 😂 /n praying on Kelce down fall https://t.co/FtHxynUuIA/n— Dez Bryant (@DezBryant) September 29, 2023/nADVERTISEMENT/nArticle continues below this ad/n/nTheir romance began when she was a contestant on the reality show, Catching Kelce and the relationship lasted for around eight months. She went on to describe Kelce as a “narcissist and a cheater” in another interview./nShe also alleged that some Swifties — the singer’s fans — had been giving her death threats after she chose to speak out about the budding relationship./nADVERTISEMENT/nArticle continues below this ad/nShe talked about what being in a relationship with Kelce was like and insisted that she harbored no hard feelings./nThe reactions to her comments were noteworthy. “They interviewing this woman after them being done for 7 years?” a fan wrote. “That’s right, she’s so jealous she isn’t on his arm. That’s all this is, and a money grab. She’s probably broke,” one fan added. Benberry admitted that she faced backlash after she had implied that Kelce might cheat on Swift./nNovember 21, 2023 09:49 pm EDT/nNovember 21, 2023 05:23 pm EDT/nNovember 14, 2023 09:26 pm EDT/nNovember 22, 2023 08:00 pm EDT/nNovember 23, 2023 09:24 pm EDT/nGet instantly notified of the hottest NFL stories via Google! Click on Follow Us and Tap the Blue Star./nFollow Us/nADVERTISEMENT/nArticle continues below this ad/nvia Imago/nIMAGO / Icon SportswireKANSAS CITY, MO – SEPTEMBER 24: Singer Taylor Swift watches the game with Donna Kielce Kansas City Chiefs tight end Travis Kelce (87) mom against the Chicago Bears on September 24th, 2023 at GEHA Field at Arrowhead Stadium in Kansas City, Missouri. (Photo by William Purnell/Icon Sportswire) NFL, American Football Herren, USA SEP 24 Bears at Chiefs EDITORIAL USE ONLY Icon2309241231/nBenberry also added that she thought she was going to marry Kelce. She said that she had a key to his penthouse. She pointed an accusatory finger at Kelce, “Like the saying goes, once a cheater, always a cheater.” She said she had brought the cheating allegations to light some five years ago. “Now five years later, you’re laughing, and I feel like you’re mocking me,” she was quoted as saying./nThe Fan's Perspective/nEnjoyed Your Read? Let us know how likely you are to recommend EssentiallySports to your friends!/n1/n2/n3/n4/n5/nLeast Likely/nMost Likely/nSubmit/nADVERTISEMENT/nWritten by:/nShubhankar Adhikari/n12Articles/nOne take at a time/nEdited by:/nAbhishek Manikandan/nADVERTISEMENT/nADVERTISEMENT",0,410,Gossip,-1
411,Frank Rojas,Taylor Swift’s ‘Eras Tour’ Movie Comes to Big Screen a Day Early,"Many Swifties had bought their weekend tickets when the pop star made her announcement the movie would come out a day early, but fans still showed up for souvenirs, selfies and a chance to be first.",https://www.nytimes.com/2023/10/13/style/taylor-swift-eras-movie-fans.html,The New York Times,entertainment,us,2023-10-13T22:04:10+00:00,TRUE,TRUE,411,"Advertisement/nSupported by/nMany Swifties had bought their weekend tickets when the pop star made her announcement the movie would come out a day early, but fans still showed up for souvenirs, selfies and a chance to be first./nBy Frank Rojas/nSparkles, cowgirl boots and Taylor Swift souvenir popcorn buckets were the accessories for those who made it to the Thursday night movie screening of the singer’s highly anticipated film, “Taylor Swift: The Eras Tour.”/nWhile the film was set to be officially released on Friday, Ms. Swift revealed with a Wednesday Instagram post that, “due to unprecedented demand,” Thursday evening showings would be available in the U.S. and Canada, with tickets going on sale at 10 a.m. that same day./nAt the AMC Empire 25 in Times Square ahead of the weekend’s sold-out showtimes, fans trickled in slowly, but that didn’t stop some Swifties from showing off their “Eras”-inspired wardrobe./n“I was very excited that Taylor actually opened it up so that we can see it today,” said Tasha Lynch, who was visiting from Florida. Ms Lynch, 31, is a nurse who is visiting New York ahead of a trip to Paris this weekend, but as a true fan of Ms. Swift, she just so happened to be prepared. She showed up to the movie theater by herself in a “Lover”-era influenced shimmering pink dress completed by a bag of friendship bracelets inspired by Ms. Swift’s lyrics./nAs more fans showed up — most with the official gray Eras Tour T-shirt — Seana Slattery and Riley Keohane, friends from Marymount Manhattan College, opted for a more elegant yet somber look with dresses that are reflective of the music found on the albums “Folklore” and “Reputation.”/n“I’m giving a ‘Mirrorball’ moment, which is a ‘Folklore’ song — Track 6 — it’s my favorite song on that album,” Ms. Keohane said, who didn’t have the chance to see this tour live (blame last year’s presale Ticketmaster fiasco), but came to the screening./nSome die-hard fans showed up only to have a chance to be one of the first to collect official Taylor Swift memorabilia at the concession stands./nLiam Speranza and Derek Mong didn’t come to sit through the movie (they had just finished a SoulCycle class), but wanted to get their Taylor Swift merchandise before it sold out./n“This stuff is for sure going to be gone by this weekend so we had to get it,” Mr. Speranza said as he juggled a popcorn bucket and cup. He had already bought tickets for a Sunday showing of the film when the first wave were initially released last month./nThough the megaplex in Times Square is used to being a hub of activity, the last-minute announcement of earlier showtimes — and the fact that many had already bought tickets for the weekend — made the turnout seem more like a private viewing party. And Swifties took advantage of it./nMarco Zefi, an engineer from Queens, and Liz Burg, a user-interface designer who lives in Lower Manhattan, made sure to grab their picture in the lobby before entering the auditorium. The two opted to wear gray as Ms. Burg wore a “Reputation”-era T-shirt and Mr. Zefi had on his “Speak Now”-era T-shirt. He also brought a Taylor Swift tote bag from her rerelease of the album “Red.”/nThe friends said they met almost 10 years ago in Ms. Swift’s New York apartment after winning entry to a secret listening session ahead of the release of her “1989” album. They recently made it to the tour’s opening night this spring in Arizona./n“Taylor had just released ‘Shake It Off’ and she ordered us all pizza,” Ms. Burg said. “It was that time when she went pop and New York was such a part of her album. Marco and I have since been friends and have traveled together to see most of her tours.”/nAn earlier version of this article misidentified the part of New York City Liz Burg calls home. She lives in Lower Manhattan, not Midtown./nHow we handle corrections/nFrank Rojas is a 2023-24 reporting fellow on the Styles desk at the Times.  More about Frank Rojas/nAdvertisement",-6.011759984,411,Filmography,1
412,Pritha Debroy,"‘Obsessed’ With 12x Grammy Awardee Taylor Swift, Kobe Bryant’s 20 YO Daughter ‘Screams’ in Delight After Massive Unveiling","Taylor Swift is all set to take over all the music charts this month with her new release. Recently, the singer revealed the release of her new album. Fans are thrilled to hear about the news. And one of them is the late legend Kobe Bryant’s eldest daughter.  Kobe’s daughter Natalia Bryant has long appreciated&#8230;The post ‘Obsessed’ With 12x Grammy Awardee Taylor Swift, Kobe Bryant’s 20 YO Daughter ‘Screams’ in Delight After Massive Unveiling appeared first on EssentiallySports.",https://www.essentiallysports.com/nba-legends-basketball-news-obsessed-with-twelve-x-grammy-awardee-taylor-swift-kobe-bryants-twenty-yo-daughter-screams-in-delight-after-massive-unveiling/,Essentially Sports,sports,us,2023-08-10T17:30:18+00:00,FALSE,TRUE,412,"Follow Us/nvia Imago/nImage courtesy: Imago/nTaylor Swift is all set to take over all the music charts this month with her new release. Recently, the singer revealed the release of her new album. Fans are thrilled to hear about the news. And one of them is the late legend Kobe Bryant’s eldest daughter. /nAmerica’s Favorite Video Today/nKobe’s daughter Natalia Bryant has long appreciated and admired the 12-time Grammy Awardee. The 20-year-old model was also present during ‘The Era Tour.’ She was seen wearing a purple cardigan in honor of the concert. /nADVERTISEMENT/nArticle continues below this ad/nThis year seems to be quite exciting for the fashion model. For her summer internship, she had the opportunity to work for music icon Beyonce. Well, as a student at the University of Southern California, Natalia has been keeping up with her education as well./n /n/n/n/nGet instantly notified of the hottest NBA stories via Google! Click on Follow Us and Tap the Blue Star./nFollow Us/nvia Imago/nFormer NBA player Kobe Bryant, his wife Vanessa L and their daughters Natalia and Gianna R attend the premiere of the sci-fi motion picture fantasy A Wrinkle in Time at the El Capitan Theatre in the Hollywood section of Los Angeles on February 26, 2018. Storyline: After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him. PUBLICATIONxINxGERxSUIxAUTxHUNxONLY LAP2018022689 JIMxRUYMEN/nBut all of that could not stop her from showing love to her favorite singer. Ever since the music sensation Taylor Swift dropped the news of her latest album’s release, fans have been finding it hard to contain their excitement. And the fashion enthusiast’s obsession with Swift is not a secret./n /n /n /nA post shared by Taylor Swift (@taylorswift)/n/n Immediately, Natalia took to Instagram to share her excitement. Sharing the post of Swift’s new album 1989(Taylor’s Version) on her IG story, she wrote, “Screaming!!!!”/n“WTF”: Disgruntled NBA Fans Unleash Wrath On $16,000,000-Rich Company After
Massive Kobe Bryant News Hits Online Platforms/nADVERTISEMENT/nArticle continues below this ad/nSurprisingly, music and sports came together to create a wonderful moment back in 2015. During one of Swift’s concerts in Los Angeles, Kobe Bryant appeared on the stage taking the entire audience by surprise. This was Swift’s 16th sold-out performance at the Staples Center and coincidentally, the Los Angeles Lakers also had 16 championships during that time./nAnd what could be more glorious than the Laker’s legend himself taking on the stage to celebrate this extraordinary moment? In honor of the icon’s music, the athlete revealed a sweet surprise. A special banner to celebrate her achievement. /nWATCH THIS STORY: This 6-Inch Michael Jordan Item Sparks Frenzy With 75000 Price Tag at the 2023 National/nADVERTISEMENT/nArticle continues below this ad/nBryant took to his social handle to share a photo from the concert and captioned, “Friends hang from time to time but banners hang forever.”/nDid you know about this special moment? What do you think about this story? Do tell us in the comments/nThe Fan's Perspective/nEnjoyed Your Read? Let us know how likely you are to recommend EssentiallySports to your friends!/n1/n2/n3/n4/n5/nLeast Likely/nMost Likely/nSubmit/nADVERTISEMENT/nWritten by:/nPritha Debroy/n570Articles/nOne take at a time/nADVERTISEMENT/nADVERTISEMENT",0,412,Social impact,1
413,TMZ Staff,Taylor Swift Tells Argentina Audience Not to Throw Objects Onstage During Concert,"Taylor Swift is the latest performer to chastise audience members for throwing crap onstage during a show ... but her warning was sweetly laced. The pop star was doing her thing Sunday night in Buenos Aires, when she stopped singing after fans&hellip;",https://www.tmz.com/2023/11/13/taylor-swift-argentina-audience-eras-tour-dont-throw-objects-onstage/,TMZ,entertainment,us,2023-11-13T14:39:46+00:00,TRUE,TRUE,413,"Taylor Swift is the latest performer to chastise audience members for throwing crap onstage during a show ... but her warning was sweetly laced./nThe pop star was doing her thing Sunday night in Buenos Aires, when she stopped singing after fans began throwing ""presents"" at her./nThat's the word Taylor used to describe the unwanted gifts -- although she made it clear it wasn't cool she still said she appreciated the gesture./nMore to the point, she made it clear hurling objects freaks her out, and she explained why, and then ended with a gesture of love./nShe's far from the first artist to have to deal with this -- in fact, stuff getting thrown onstage has been a thing all year for artists like Bebe Rexha, Kelsea Ballerini, Maluma and Drake./nLucky for T-Swift, nothing made direct contact with her, so the fact she's getting in front of the problem shows./nConsidering how loyal the Swifties, we're guessing they'll follow her orders./nWe covered it all on the latest episode of The TMZ Podcast, available on all podcast platforms.",-2.341817806,413,Tour,-1
414,The Associated Press,Politicians urge Taylor Swift to postpone LA concerts in solidarity with striking hotel workers,LOS ANGELES (AP) &#8212; California&#8217;s lieutenant governor and other elected officials on Tuesday urged Taylor Swift to postpone her Los Angeles concerts as a way to stand in solidarity with striking hotel workers. Lt. Gov. Eleni Kounalakis and dozens of state and local politicians signed an open letter telling Swift that her tour makes the [&#8230;],https://nationalpost.com/pmn/entertainment-pmn/politicians-urge-taylor-swift-to-postpone-la-concerts-in-solidarity-with-striking-hotel-workers,nationalpost,general,us,2023-08-02T01:31:17+00:00,FALSE,TRUE,414,"Author of the article:/nLOS ANGELES (AP) — California’s lieutenant governor and other elected officials on Tuesday urged Taylor Swift to postpone her Los Angeles concerts as a way to stand in solidarity with striking hotel workers./n/nLt. Gov. Eleni Kounalakis and dozens of state and local politicians signed an open letter telling Swift that her tour makes the region’s hotels money, with some properties “doubling and tripling what they charge because you are coming.”/n/nMeanwhile, the letter said, many housekeepers and other hotel workers can’t afford to live close to their jobs and some sleep in their cars and risk losing their homes./nEnjoy the latest local, national and international news./nEnjoy the latest local, national and international news./nCreate an account or sign in to continue with your reading experience./nDon't have an account?  Create Account/n/n“Hotel workers are fighting for their lives. They are fighting for a living wage. They have gone on strike. Now, they are asking for your support,” they wrote. “Stand with hotel workers and postpone your concerts.”/n/nStarting Thursday, Swift is scheduled to perform six sold-out shows at SoFi Stadium near Los Angeles. Her representatives didn’t immediately respond to an email seeking comment on the letter./n/nUnite Here Local 11, which represents some 30,000 hotel workers, is negotiating for better wages, improved health care benefits, higher pension contributions and less strenuous workloads. Contracts expired last month at more than 60 hotels, including properties owned by major chains such as Marriott and Hilton./n/nKounalakis, a Democrat who said she will run for governor in 2026, is the top official in the state to make the plea. She attended Swift’s Eras tour in Santa Clara, California, according to Politico./n/nOthers who signed the letter include the mayors of several cities, Assembly Majority Leader Issac Bryan and state senators Dave Min and Maria Elena Durazo./n/nPostmedia is committed to maintaining a lively but civil forum for discussion and encourage all readers to share their views on our articles. Comments may take up to an hour for moderation before appearing on the site. We ask you to keep your comments relevant and respectful. We have enabled email notifications—you will now receive an email if you receive a reply to your comment, there is an update to a comment thread you follow or if a user you follow comments. Visit our Community Guidelines for more information and details on how to adjust your email settings./nThese five gifts are sure to wow any home entertainer this holiday season./nBeauty experts weigh in on the trends to try this sparkling season./nlululemon, Silk & Snow, Frank And Oak and Best Buy, to name a few/nTop deals on tech, home, beauty, fashion and more/nOur top picks for infants, toddlers, pre-schoolers and school-aged",0,414,Tour,-1
415,"Hugh McIntyre, Senior Contributor",One Of Taylor Swift’s ‘1989’ Singles Has Somehow Never Been Certified,What’s shocking is that one of the official singles from the album has yet to receive any recognition from the RIAA.,https://www.forbes.com/sites/hughmcintyre/2023/10/09/one-of-taylor-swifts-1989-singles-has-somehow-never-been-certified/,Forbes,general,us,2023-10-09T12:00:00+00:00,TRUE,TRUE,415,"LOS ANGELES, CA - FEBRUARY 15:  Recording artist Taylor Swift performs onstage during The 58th ... [+] GRAMMY Awards at Staples Center on February 15, 2016 in Los Angeles, California.  (Photo by Kevin Winter/WireImage)/nIn just a matter of weeks, Taylor Swift is poised to unleash her highly-anticipated re-release of the album 1989, now titled 1989 (Taylor’s Version). The revamped version of 1989 will feature slight reworkings of the original tracks from an album that not only achieved massive sales as a collection but also spawned seven hit singles./nAmong its popular singles, which include chart-toppers like ""Blank Space,"" ""Bad Blood,"" and ""Shake It Off,"" there exists an intriguing oddity: one of the official singles from the project has never been certified by the RIAA (Recording Industry Association of America)./nThe RIAA is responsible for bestowing prestigious certifications such as gold, platinum, or diamond plaques upon tracks and albums that meet specific sales thresholds. Gold is awarded for 500,000 equivalent units sold, platinum for one million, and diamond for 10 million./nAlmost every song featured on 1989 has earned some form of certification, which is a common occurrence for some the most successful albums of recent years. However, what’s shocking is that one of the official singles from the album has yet to receive any recognition from the RIAA./n""Out of the Woods"" was chosen as the sixth official single from 1989. Released in January 2016, well over a year and a half after Swift started promoting the album, it arrived as one of the final offerings from the project. Surprisingly, despite the album being out in the world for more than a year by the time the tune was promoted, the track still performed well./nSwift propelled ""Out of the Woods"" into the top 20 on the Hot 100, and it peaked at No. 18. The single also enjoyed success on the radio, landing within the top 20 on all three of Billboard's pop-focused radio charts. Still, despite industry acclaim and evident public interest, the single has yet to achieve even a gold certification./nTo put this anomaly into perspective, several non-single tracks from 1989 that never received the official single treatment have garnered at least one RIAA award. ""This Love"" achieved platinum certification, while album cuts like ""All You Had to Do Was Stay"" and ""How You Get the Girl"" have been certified gold./nIt is probable that ""Out of the Woods"" has accumulated significant sales and streams deserving of recognition, and it may be a matter of Swift's label or the RIAA taking the time to process the necessary paperwork and confirm the consumption numbers for award presentation. While it remains uncertain when and at what level the certification will be bestowed, it is likely that Swift's single will ultimately join its fellow 1989 tracks in receiving the recognition it deserves—perhaps soon./n",-1.925687459,415,Discography,0
416,"Hugh McIntyre, Contributor","If Taylor Swift Wants Another ‘Midnights’ Single, One Track Seems To Make The Most Sense","Whether Swift intends to release more singles from her latest album of original material, Midnights, remains unknown, but if so...she might focus on this hit.",https://www.forbes.com/sites/hughmcintyre/2023/08/28/if-taylor-swift-wants-another-midnights-single-one-track-seems-to-make-the-most-sense/,Forbes,general,us,2023-08-28T19:58:43+00:00,TRUE,TRUE,416,"GLENDALE, ARIZONA - MARCH 17: (Editorial use only and no commercial use at any time.  No use on ... [+] publication covers is permitted after August 9, 2023.) Taylor Swift performs onstage for the opening night of ""Taylor Swift | The Eras Tour"" at State Farm Stadium on March 17, 2023 in Swift City, ERAzona (Glendale, Arizona). The city of Glendale, Arizona was ceremonially renamed to Swift City for March 17-18 in honor of The Eras Tour. (Photo by Kevin Winter/Getty Images for TAS Rights Management)/nWhile Taylor Swift is currently engrossed in the promotion of her single ""Cruel Summer"" from her 2019 album Lover, she might already have her sights set on her next move. ""Cruel Summer"" gained unexpected popularity earlier this year and has now found its way into the top 10 of the Hot 100 chart, with a chance to rise even further in the coming weeks. Amidst her focus on the catchy pop track, she might be secretly contemplating her next musical move./nWhether Swift intends to release more singles from her latest album of original material, Midnights, remains unknown. Considering the series of events that have unfolded since the album's late 2022 release, she might be ready to move on, or she might be trying to choose what comes next. One track in particular seems to be the frontrunner for single status, and it's a very good choice./nHints have been circulating that ""Bejeweled"" is in the running to be chosen as the fourth official single from Midnights, although Swift hasn't officially confirmed this speculation. If this turns out to be true, it would indeed be a strategic choice./nTo begin with...""Bejeweled"" is already a hit in its own right. During the week of the Midnight’s release, Swift dominated the entire top 10 of the Hot 100, with 10 tracks from the album taking up space in the competitive region. ""Bejeweled"" reached as high as No. 6 on the chart, so it doesn’t have much higher to go if it is promoted./nThe song even received its own music video, but that doesn't mean it's been given the full might of a Swift single. It has thus far been held back to promotional single status, and there's more that could be done with the tune./nAs Swift continues her The Eras Tour, she has been captivating massive crowds with performances of the songs from Midnights. The U.S. leg has concluded, and the tour is currently making its mark in Central America. With ""Bejeweled"" making its appearance on the tour's setlist each evening, Swift has the opportunity to remind tens of thousands of fans every night of the song's appeal. This attention could translate into increased streaming numbers and purchases if Swift officially announces ""Bejeweled"" as her next single./nSpeculations around ""Bejeweled"" being promoted as a single gained momentum just before Swift embarked on her six-night ""residency"" at Los Angeles's SoFi Stadium. The venue's official Twitter account shared altered images that hinted at several special things in her future./nNotably, one teaser alluded to Swift's announcement of her upcoming re-recorded album, 1989 (Taylor's Version). With this prediction turning out to be very true, the image in the same tweet referring to ""Bejeweled"" cannot be overlooked./nAs Swift balances her tour efforts and pursues the No. 1 spot for ""Cruel Summer"" on the Hot 100, she is simultaneously working on another project. 1989 (Taylor's Version) is anticipated to drop in late October, and how she’ll approach promoting the set remains a mystery. It could potentially become her most successful re-release yet, generating a multitude of hit singles./nIn this context, the potential selection of ""Bejeweled"" as a single from Midnights could either complement or influence these upcoming plans. If Swift does decide to shift her focus back to Midnights, ""Bejeweled"" might prove to be an excellent choice for a successful single release, but at this point, there’s no telling what she plans on doing./nNote: This article has been updated to include language clarifying that ""Bejeweled"" has already been released as a promotional single, but not a full-fledged single./n",3.570345891,416,Discography,1
